Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20170811T223007.126519,213,0,376,30840,30720,237,30720,15532288,62166,0,377,7960953,0,60793,237,256,242,55040,1,31354,31354,0,60794,237,0,237,1,
20160818T034637.274957,127,32512,237,32512,60673,0,62173,1,8421504,32768,237,8388845,256,242,56832,1,33153,33153,0,60801,237,256,242,57088,223,0,0,
20170812T005511.126519,230,0,393,35209,35072,237,35072,15532288,62183,0,394,9079434,0,60810,237,256,242,59392,1,35723,35723,0,60811,237,0,237,1,
20160818T034711.274957,144,36864,237,36864,60673,0,62190,1,9539985,37120,237,9502957,256,242,61184,1,37522,37522,0,60818,237,256,242,61440,240,0,0,
20170812T032015.126519,247,0,410,39578,39424,237,39424,15532288,62200,0,411,10197915,0,60827,237,256,242,63744,1,40092,40092,0,60828,237,0,237,1,
20160818T034745.274957,161,41216,237,41216,60673,0,62207,1,10658466,41472,237,10617069,256,243,0,1,41891,41891,0,60835,237,0,243,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,62209,0,420,10790052,0,60836,237,256,243,512,1,42405,42405,0,60837,237,0,237,1,
20160818T034803.274957,170,43520,237,43520,60673,0,62216,1,11250603,43776,237,11206893,256,243,2304,1,44204,44204,0,60844,237,256,243,2560,10,0,0,
20170812T070207.126519,17,0,436,46260,46080,237,46080,15532288,62226,0,437,11908533,0,60853,237,256,243,4864,1,46774,46774,0,60854,237,0,237,1,
20160818T034837.274957,187,47872,237,47872,60673,0,62233,1,12369084,48128,237,12321005,256,243,6656,1,48573,48573,0,60861,237,256,243,6912,27,0,0,
20170812T092711.126519,34,0,453,50629,50432,237,50432,15532288,62243,0,454,13027014,0,60870,237,256,243,9216,1,51143,51143,0,60871,237,0,237,1,
20160818T034911.274957,204,52224,237,52224,60673,0,62250,1,13487565,52480,237,13435117,256,243,11008,1,52942,52942,0,60878,237,256,243,11264,44,0,0,
20170812T115215.126519,51,0,470,54998,54784,237,54784,15532288,62260,0,471,14145495,0,60887,237,256,243,13568,1,55512,55512,0,60888,237,0,237,1,
20160818T034945.274957,221,56576,237,56576,60673,0,62267,1,14606046,56832,237,14549229,256,243,15360,1,57311,57311,0,60895,237,256,243,15616,61,0,0,
20170812T141719.126519,68,0,487,59367,59136,237,59136,15532288,62277,0,488,15263976,0,60904,237,256,243,17920,1,59881,59881,0,60905,237,0,237,1,
20160818T035019.274957,238,60928,237,60928,60673,0,62284,1,15724527,61184,237,15663341,256,243,19712,1,61680,61680,0,60912,237,256,243,19968,78,0,0,
20170812T164223.126519,85,0,504,63736,63488,237,63488,15532288,62294,0,505,16382457,0,60921,237,256,243,22272,1,64250,64250,0,60922,237,0,237,1,
20160818T035053.274957,255,65280,237,65280,60673,0,62301,1,0,0,238,238,256,243,24064,1,257,257,0,60929,238,256,243,24320,95,0,0,
20170812T190727.134332,102,0,265,2313,2304,238,2304,15597824,62311,0,266,657930,0,60938,238,256,243,26624,1,2827,2827,0,60939,238,0,238,1,
20160818T035127.274957,16,4096,238,4096,60929,0,62318,1,1118481,4352,238,1114350,256,243,28416,1,4626,4626,0,60946,238,256,243,28672,112,0,0,
20170812T213231.134332,119,0,282,6682,6656,238,6656,15597824,62328,0,283,1776411,0,60955,238,256,243,30976,1,7196,7196,0,60956,238,0,238,1,
20160818T035201.274957,33,8448,238,8448,60929,0,62335,1,2236962,8704,238,2228462,256,243,32768,1,8995,8995,0,60963,238,0,243,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,62337,0,292,2368548,0,60964,238,256,243,33280,1,9509,9509,0,60965,238,0,238,1,
20160818T035219.274957,42,10752,238,10752,60929,0,62344,1,2829099,11008,238,2818286,256,243,35072,1,11308,11308,0,60972,238,256,243,35328,138,0,0,
20170813T011423.134332,145,0,308,13364,13312,238,13312,15597824,62354,0,309,3487029,0,60981,238,256,243,37632,1,13878,13878,0,60982,238,0,238,1,
20160818T035253.274957,59,15104,238,15104,60929,0,62361,1,3947580,15360,238,3932398,256,243,39424,1,15677,15677,0,60989,238,256,243,39680,155,0,0,
20170813T033927.134332,162,0,325,17733,17664,238,17664,15597824,62371,0,326,4605510,0,60998,238,256,243,41984,1,18247,18247,0,60999,238,0,238,1,
20160818T035327.274957,76,19456,238,19456,60929,0,62378,1,5066061,19712,238,5046510,256,243,43776,1,20046,20046,0,61006,238,256,243,44032,172,0,0,
20170813T060431.134332,179,0,342,22102,22016,238,22016,15597824,62388,0,343,5723991,0,61015,238,256,243,46336,1,22616,22616,0,61016,238,0,238,1,
20160818T035401.274957,93,23808,238,23808,60929,0,62395,1,6184542,24064,238,6160622,256,243,48128,1,24415,24415,0,61023,238,256,243,48384,189,0,0,
20170813T082935.134332,196,0,359,26471,26368,238,26368,15597824,62405,0,360,6842472,0,61032,238,256,243,50688,1,26985,26985,0,61033,238,0,238,1,
20160818T035435.274957,110,28160,238,28160,60929,0,62412,1,7303023,28416,238,7274734,256,243,52480,1,28784,28784,0,61040,238,256,243,52736,206,0,0,
20170813T105439.134332,213,0,376,30840,30720,238,30720,15597824,62422,0,377,7960953,0,61049,238,256,243,55040,1,31354,31354,0,61050,238,0,238,1,
20160818T035509.274957,127,32512,238,32512,60929,0,62429,1,8421504,32768,238,8388846,256,243,56832,1,33153,33153,0,61057,238,256,243,57088,223,0,0,
20170813T131943.134332,230,0,393,35209,35072,238,35072,15597824,62439,0,394,9079434,0,61066,238,256,243,59392,1,35723,35723,0,61067,238,0,238,1,
20160818T035543.274957,144,36864,238,36864,60929,0,62446,1,9539985,37120,238,9502958,256,243,61184,1,37522,37522,0,61074,238,256,243,61440,240,0,0,
20170813T154447.134332,247,0,410,39578,39424,238,39424,15597824,62456,0,411,10197915,0,61083,238,256,243,63744,1,40092,40092,0,61084,238,0,238,1,
20160818T035617.274957,161,41216,238,41216,60929,0,62463,1,10658466,41472,238,10617070,256,244,0,1,41891,41891,0,61091,238,0,244,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,62465,0,420,10790052,0,61092,238,256,244,512,1,42405,42405,0,61093,238,0,238,1,
20160818T035635.274957,170,43520,238,43520,60929,0,62472,1,11250603,43776,238,11206894,256,244,2304,1,44204,44204,0,61100,238,256,244,2560,10,0,0,
20170813T192639.134332,17,0,436,46260,46080,238,46080,15597824,62482,0,437,11908533,0,61109,238,256,244,4864,1,46774,46774,0,61110,238,0,238,1,
20160818T035709.274957,187,47872,238,47872,60929,0,62489,1,12369084,48128,238,12321006,256,244,6656,1,48573,48573,0,61117,238,256,244,6912,27,0,0,
20170813T215143.134332,34,0,453,50629,50432,238,50432,15597824,62499,0,454,13027014,0,61126,238,256,244,9216,1,51143,51143,0,61127,238,0,238,1,
20160818T035743.274957,204,52224,238,52224,60929,0,62506,1,13487565,52480,238,13435118,256,244,11008,1,52942,52942,0,61134,238,256,244,11264,44,0,0,
20170814T001647.134332,51,0,470,54998,54784,238,54784,15597824,62516,0,471,14145495,0,61143,238,256,244,13568,1,55512,55512,0,61144,238,0,238,1,
20160818T035817.274957,221,56576,238,56576,60929,0,62523,1,14606046,56832,238,14549230,256,244,15360,1,57311,57311,0,61151,238,256,244,15616,61,0,0,
20170814T024151.134332,68,0,487,59367,59136,238,59136,15597824,62533,0,488,15263976,0,61160,238,256,244,17920,1,59881,59881,0,61161,238,0,238,1,
20160818T035851.274957,238,60928,238,60928,60929,0,62540,1,15724527,61184,238,15663342,256,244,19712,1,61680,61680,0,61168,238,256,244,19968,78,0,0,
20170814T050655.134332,85,0,504,63736,63488,238,63488,15597824,62550,0,505,16382457,0,61177,238,256,244,22272,1,64250,64250,0,61178,238,0,238,1,
20160818T035925.274957,255,65280,238,65280,60929,0,62557,1,0,0,239,239,256,244,24064,1,257,257,0,61185,239,256,244,24320,95,0,0,
20170814T073159.142145,102,0,265,2313,2304,239,2304,15663360,62567,0,266,657930,0,61194,239,256,244,26624,1,2827,2827,0,61195,239,0,239,1,
20160818T035959.274957,16,4096,239,4096,61185,0,62574,1,1118481,4352,239,1114351,256,244,28416,1,4626,4626,0,61202,239,256,244,28672,112,0,0,
20170814T095703.142145,119,0,282,6682,6656,239,6656,15663360,62584,0,283,1776411,0,61211,239,256,244,30976,1,7196,7196,0,61212,239,0,239,1,
20160818T040033.274957,33,8448,239,8448,61185,0,62591,1,2236962,8704,239,2228463,256,244,32768,1,8995,8995,0,61219,239,0,244,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,62593,0,292,2368548,0,61220,239,256,244,33280,1,9509,9509,0,61221,239,0,239,1,
20160818T040051.274957,42,10752,239,10752,61185,0,62600,1,2829099,11008,239,2818287,256,244,35072,1,11308,11308,0,61228,239,256,244,35328,138,0,0,
20170814T133855.142145,145,0,308,13364,13312,239,13312,15663360,62610,0,309,3487029,0,61237,239,256,244,37632,1,13878,13878,0,61238,239,0,239,1,
20160818T040125.274957,59,15104,239,15104,61185,0,62617,1,3947580,15360,239,3932399,256,244,39424,1,15677,15677,0,61245,239,256,244,39680,155,0,0,
20170814T160359.142145,162,0,325,17733,17664,239,17664,15663360,62627,0,326,4605510,0,61254,239,256,244,41984,1,18247,18247,0,61255,239,0,239,1,
20160818T040159.274957,76,19456,239,19456,61185,0,62634,1,5066061,19712,239,5046511,256,244,43776,1,20046,20046,0,61262,239,256,244,44032,172,0,0,
20170814T182903.142145,179,0,342,22102,22016,239,22016,15663360,62644,0,343,5723991,0,61271,239,256,244,46336,1,22616,22616,0,61272,239,0,239,1,
20160818T040233.274957,93,23808,239,23808,61185,0,62651,1,6184542,24064,239,6160623,256,244,48128,1,24415,24415,0,61279,239,256,244,48384,189,0,0,
20170814T205407.142145,196,0,359,26471,26368,239,26368,15663360,62661,0,360,6842472,0,61288,239,256,244,50688,1,26985,26985,0,61289,239,0,239,1,
20160818T040307.274957,110,28160,239,28160,61185,0,62668,1,7303023,28416,239,7274735,256,244,52480,1,28784,28784,0,61296,239,256,244,52736,206,0,0,
20170814T231911.142145,213,0,376,30840,30720,239,30720,15663360,62678,0,377,7960953,0,61305,239,256,244,55040,1,31354,31354,0,61306,239,0,239,1,
20160818T040341.274957,127,32512,239,32512,61185,0,62685,1,8421504,32768,239,8388847,256,244,56832,1,33153,33153,0,61313,239,256,244,57088,223,0,0,
20170815T014415.142145,230,0,393,35209,35072,239,35072,15663360,62695,0,394,9079434,0,61322,239,256,244,59392,1,35723,35723,0,61323,239,0,239,1,
20160818T040415.274957,144,36864,239,36864,61185,0,62702,1,9539985,37120,239,9502959,256,244,61184,1,37522,37522,0,61330,239,256,244,61440,240,0,0,
20170815T040919.142145,247,0,410,39578,39424,239,39424,15663360,62712,0,411,10197915,0,61339,239,256,244,63744,1,40092,40092,0,61340,239,0,239,1,
20160818T040449.274957,161,41216,239,41216,61185,0,62719,1,10658466,41472,239,10617071,256,245,0,1,41891,41891,0,61347,239,0,245,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,62721,0,420,10790052,0,61348,239,256,245,512,1,42405,42405,0,61349,239,0,239,1,
20160818T040507.274957,170,43520,239,43520,61185,0,62728,1,11250603,43776,239,11206895,256,245,2304,1,44204,44204,0,61356,239,256,245,2560,10,0,0,
20170815T075111.142145,17,0,436,46260,46080,239,46080,15663360,62738,0,437,11908533,0,61365,239,256,245,4864,1,46774,46774,0,61366,239,0,239,1,
20160818T040541.274957,187,47872,239,47872,61185,0,62745,1,12369084,48128,239,12321007,256,245,6656,1,48573,48573,0,61373,239,256,245,6912,27,0,0,
20170815T101615.142145,34,0,453,50629,50432,239,50432,15663360,62755,0,454,13027014,0,61382,239,256,245,9216,1,51143,51143,0,61383,239,0,239,1,
20160818T040615.274957,204,52224,239,52224,61185,0,62762,1,13487565,52480,239,13435119,256,245,11008,1,52942,52942,0,61390,239,256,245,11264,44,0,0,
20170815T124119.142145,51,0,470,54998,54784,239,54784,15663360,62772,0,471,14145495,0,61399,239,256,245,13568,1,55512,55512,0,61400,239,0,239,1,
20160818T040649.274957,221,56576,239,56576,61185,0,62779,1,14606046,56832,239,14549231,256,245,15360,1,57311,57311,0,61407,239,256,245,15616,61,0,0,
20170815T150623.142145,68,0,487,59367,59136,239,59136,15663360,62789,0,488,15263976,0,61416,239,256,245,17920,1,59881,59881,0,61417,239,0,239,1,
20160818T040723.274957,238,60928,239,60928,61185,0,62796,1,15724527,61184,239,15663343,256,245,19712,1,61680,61680,0,61424,239,256,245,19968,78,0,0,
20170815T173127.142145,85,0,504,63736,63488,239,63488,15663360,62806,0,505,16382457,0,61433,239,256,245,22272,1,64250,64250,0,61434,239,0,239,1,
20160818T040757.274957,255,65280,239,65280,61185,0,62813,1,0,0,240,240,256,245,24064,1,257,257,0,61441,240,256,245,24320,95,0,0,
20170815T195631.149957,102,0,265,2313,2304,240,2304,15728896,62823,0,266,657930,0,61450,240,256,245,26624,1,2827,2827,0,61451,240,0,240,1,
20160818T040831.274957,16,4096,240,4096,61441,0,62830,1,1118481,4352,240,1114352,256,245,28416,1,4626,4626,0,61458,240,256,245,28672,112,0,0,
20170815T222135.149957,119,0,282,6682,6656,240,6656,15728896,62840,0,283,1776411,0,61467,240,256,245,30976,1,7196,7196,0,61468,240,0,240,1,
20160818T040905.274957,33,8448,240,8448,61441,0,62847,1,2236962,8704,240,2228464,256,245,32768,1,8995,8995,0,61475,240,0,245,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,62849,0,292,2368548,0,61476,240,256,245,33280,1,9509,9509,0,61477,240,0,240,1,
20160818T040923.274957,42,10752,240,10752,61441,0,62856,1,2829099,11008,240,2818288,256,245,35072,1,11308,11308,0,61484,240,256,245,35328,138,0,0,
20170816T020327.149957,145,0,308,13364,13312,240,13312,15728896,62866,0,309,3487029,0,61493,240,256,245,37632,1,13878,13878,0,61494,240,0,240,1,
20160818T040957.274957,59,15104,240,15104,61441,0,62873,1,3947580,15360,240,3932400,256,245,39424,1,15677,15677,0,61501,240,256,245,39680,155,0,0,
20170816T042831.149957,162,0,325,17733,17664,240,17664,15728896,62883,0,326,4605510,0,61510,240,256,245,41984,1,18247,18247,0,61511,240,0,240,1,
20160818T041031.274957,76,19456,240,19456,61441,0,62890,1,5066061,19712,240,5046512,256,245,43776,1,20046,20046,0,61518,240,256,245,44032,172,0,0,
20170816T065335.149957,179,0,342,22102,22016,240,22016,15728896,62900,0,343,5723991,0,61527,240,256,245,46336,1,22616,22616,0,61528,240,0,240,1,
20160818T041105.274957,93,23808,240,23808,61441,0,62907,1,6184542,24064,240,6160624,256,245,48128,1,24415,24415,0,61535,240,256,245,48384,189,0,0,
20170816T091839.149957,196,0,359,26471,26368,240,26368,15728896,62917,0,360,6842472,0,61544,240,256,245,50688,1,26985,26985,0,61545,240,0,240,1,
20160818T041139.274957,110,28160,240,28160,61441,0,62924,1,7303023,28416,240,7274736,256,245,52480,1,28784,28784,0,61552,240,256,245,52736,206,0,0,
20170816T114343.149957,213,0,376,30840,30720,240,30720,15728896,62934,0,377,7960953,0,61561,240,256,245,55040,1,31354,31354,0,61562,240,0,240,1,
20160818T041213.274957,127,32512,240,32512,61441,0,62941,1,8421504,32768,240,8388848,256,245,56832,1,33153,33153,0,61569,240,256,245,57088,223,0,0,
20170816T140847.149957,230,0,393,35209,35072,240,35072,15728896,62951,0,394,9079434,0,61578,240,256,245,59392,1,35723,35723,0,61579,240,0,240,1,
20160818T041247.274957,144,36864,240,36864,61441,0,62958,1,9539985,37120,240,9502960,256,245,61184,1,37522,37522,0,61586,240,256,245,61440,240,0,0,
20170816T163351.149957,247,0,410,39578,39424,240,39424,15728896,62968,0,411,10197915,0,61595,240,256,245,63744,1,40092,40092,0,61596,240,0,240,1,
20160818T041321.274957,161,41216,240,41216,61441,0,62975,1,10658466,41472,240,10617072,256,246,0,1,41891,41891,0,61603,240,0,246,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,62977,0,420,10790052,0,61604,240,256,246,512,1,42405,42405,0,61605,240,0,240,1,
20160818T041339.274957,170,43520,240,43520,61441,0,62984,1,11250603,43776,240,11206896,256,246,2304,1,44204,44204,0,61612,240,256,246,2560,10,0,0,
20170816T201543.149957,17,0,436,46260,46080,240,46080,15728896,62994,0,437,11908533,0,61621,240,256,246,4864,1,46774,46774,0,61622,240,0,240,1,
20160818T041413.274957,187,47872,240,47872,61441,0,63001,1,12369084,48128,240,12321008,256,246,6656,1,48573,48573,0,61629,240,256,246,6912,27,0,0,
20170816T224047.149957,34,0,453,50629,50432,240,50432,15728896,63011,0,454,13027014,0,61638,240,256,246,9216,1,51143,51143,0,61639,240,0,240,1,
20160818T041447.274957,204,52224,240,52224,61441,0,63018,1,13487565,52480,240,13435120,256,246,11008,1,52942,52942,0,61646,240,256,246,11264,44,0,0,
20170817T010551.149957,51,0,470,54998,54784,240,54784,15728896,63028,0,471,14145495,0,61655,240,256,246,13568,1,55512,55512,0,61656,240,0,240,1,
20160818T041521.274957,221,56576,240,56576,61441,0,63035,1,14606046,56832,240,14549232,256,246,15360,1,57311,57311,0,61663,240,256,246,15616,61,0,0,
20170817T033055.149957,68,0,487,59367,59136,240,59136,15728896,63045,0,488,15263976,0,61672,240,256,246,17920,1,59881,59881,0,61673,240,0,240,1,
20160818T041555.274957,238,60928,240,60928,61441,0,63052,1,15724527,61184,240,15663344,256,246,19712,1,61680,61680,0,61680,240,256,246,19968,78,0,0,
20170817T055559.149957,85,0,504,63736,63488,240,63488,15728896,63062,0,505,16382457,0,61689,240,256,246,22272,1,64250,64250,0,61690,240,0,240,1,
20160818T041629.274957,255,65280,240,65280,61441,0,63069,1,0,0,241,241,256,246,24064,1,257,257,0,61697,241,256,246,24320,95,0,0,
20170817T082103.157769,102,0,265,2313,2304,241,2304,15794432,63079,0,266,657930,0,61706,241,256,246,26624,1,2827,2827,0,61707,241,0,241,1,
20160818T041703.274957,16,4096,241,4096,61697,0,63086,1,1118481,4352,241,1114353,256,246,28416,1,4626,4626,0,61714,241,256,246,28672,112,0,0,
20170817T104607.157769,119,0,282,6682,6656,241,6656,15794432,63096,0,283,1776411,0,61723,241,256,246,30976,1,7196,7196,0,61724,241,0,241,1,
20160818T041737.274957,33,8448,241,8448,61697,0,63103,1,2236962,8704,241,2228465,256,246,32768,1,8995,8995,0,61731,241,0,246,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,63105,0,292,2368548,0,61732,241,256,246,33280,1,9509,9509,0,61733,241,0,241,1,
20160818T041755.274957,42,10752,241,10752,61697,0,63112,1,2829099,11008,241,2818289,256,246,35072,1,11308,11308,0,61740,241,256,246,35328,138,0,0,
20170817T142759.157769,145,0,308,13364,13312,241,13312,15794432,63122,0,309,3487029,0,61749,241,256,246,37632,1,13878,13878,0,61750,241,0,241,1,
20160818T041829.274957,59,15104,241,15104,61697,0,63129,1,3947580,15360,241,3932401,256,246,39424,1,15677,15677,0,61757,241,256,246,39680,155,0,0,
20170817T165303.157769,162,0,325,17733,17664,241,17664,15794432,63139,0,326,4605510,0,61766,241,256,246,41984,1,18247,18247,0,61767,241,0,241,1,
20160818T041903.274957,76,19456,241,19456,61697,0,63146,1,5066061,19712,241,5046513,256,246,43776,1,20046,20046,0,61774,241,256,246,44032,172,0,0,
20170817T191807.157769,179,0,342,22102,22016,241,22016,15794432,63156,0,343,5723991,0,61783,241,256,246,46336,1,22616,22616,0,61784,241,0,241,1,
20160818T041937.274957,93,23808,241,23808,61697,0,63163,1,6184542,24064,241,6160625,256,246,48128,1,24415,24415,0,61791,241,256,246,48384,189,0,0,
20170817T214311.157769,196,0,359,26471,26368,241,26368,15794432,63173,0,360,6842472,0,61800,241,256,246,50688,1,26985,26985,0,61801,241,0,241,1,
20160818T042011.274957,110,28160,241,28160,61697,0,63180,1,7303023,28416,241,7274737,256,246,52480,1,28784,28784,0,61808,241,256,246,52736,206,0,0,
20170818T000815.157769,213,0,376,30840,30720,241,30720,15794432,63190,0,377,7960953,0,61817,241,256,246,55040,1,31354,31354,0,61818,241,0,241,1,
20160818T042045.274957,127,32512,241,32512,61697,0,63197,1,8421504,32768,241,8388849,256,246,56832,1,33153,33153,0,61825,241,256,246,57088,223,0,0,
20170818T023319.157769,230,0,393,35209,35072,241,35072,15794432,63207,0,394,9079434,0,61834,241,256,246,59392,1,35723,35723,0,61835,241,0,241,1,
20160818T042119.274957,144,36864,241,36864,61697,0,63214,1,9539985,37120,241,9502961,256,246,61184,1,37522,37522,0,61842,241,256,246,61440,240,0,0,
20170818T045823.157769,247,0,410,39578,39424,241,39424,15794432,63224,0,411,10197915,0,61851,241,256,246,63744,1,40092,40092,0,61852,241,0,241,1,
20160818T042153.274957,161,41216,241,41216,61697,0,63231,1,10658466,41472,241,10617073,256,247,0,1,41891,41891,0,61859,241,0,247,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,63233,0,420,10790052,0,61860,241,256,247,512,1,42405,42405,0,61861,241,0,241,1,
20160818T042211.274957,170,43520,241,43520,61697,0,63240,1,11250603,43776,241,11206897,256,247,2304,1,44204,44204,0,61868,241,256,247,2560,10,0,0,
20170818T084015.157769,17,0,436,46260,46080,241,46080,15794432,63250,0,437,11908533,0,61877,241,256,247,4864,1,46774,46774,0,61878,241,0,241,1,
20160818T042245.274957,187,47872,241,47872,61697,0,63257,1,12369084,48128,241,12321009,256,247,6656,1,48573,48573,0,61885,241,256,247,6912,27,0,0,
20170818T110519.157769,34,0,453,50629,50432,241,50432,15794432,63267,0,454,13027014,0,61894,241,256,247,9216,1,51143,51143,0,61895,241,0,241,1,
20160818T042319.274957,204,52224,241,52224,61697,0,63274,1,13487565,52480,241,13435121,256,247,11008,1,52942,52942,0,61902,241,256,247,11264,44,0,0,
20170818T133023.157769,51,0,470,54998,54784,241,54784,15794432,63284,0,471,14145495,0,61911,241,256,247,13568,1,55512,55512,0,61912,241,0,241,1,
20160818T042353.274957,221,56576,241,56576,61697,0,63291,1,14606046,56832,241,14549233,256,247,15360,1,57311,57311,0,61919,241,256,247,15616,61,0,0,
20170818T155527.157769,68,0,487,59367,59136,241,59136,15794432,63301,0,488,15263976,0,61928,241,256,247,17920,1,59881,59881,0,61929,241,0,241,1,
20160818T042427.274957,238,60928,241,60928,61697,0,63308,1,15724527,61184,241,15663345,256,247,19712,1,61680,61680,0,61936,241,256,247,19968,78,0,0,
20170818T182031.157769,85,0,504,63736,63488,241,63488,15794432,63318,0,505,16382457,0,61945,241,256,247,22272,1,64250,64250,0,61946,241,0,241,1,
20160818T042501.274957,255,65280,241,65280,61697,0,63325,1,0,0,242,242,256,247,24064,1,257,257,0,61953,242,256,247,24320,95,0,0,
20170818T204535.165582,102,0,265,2313,2304,242,2304,15859968,63335,0,266,657930,0,61962,242,256,247,26624,1,2827,2827,0,61963,242,0,242,1,
20160818T042535.274957,16,4096,242,4096,61953,0,63342,1,1118481,4352,242,1114354,256,247,28416,1,4626,4626,0,61970,242,256,247,28672,112,0,0,
20170818T231039.165582,119,0,282,6682,6656,242,6656,15859968,63352,0,283,1776411,0,61979,242,256,247,30976,1,7196,7196,0,61980,242,0,242,1,
20160818T042609.274957,33,8448,242,8448,61953,0,63359,1,2236962,8704,242,2228466,256,247,32768,1,8995,8995,0,61987,242,0,247,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,63361,0,292,2368548,0,61988,242,256,247,33280,1,9509,9509,0,61989,242,0,242,1,
20160818T042627.274957,42,10752,242,10752,61953,0,63368,1,2829099,11008,242,2818290,256,247,35072,1,11308,11308,0,61996,242,256,247,35328,138,0,0,
20170819T025231.165582,145,0,308,13364,13312,242,13312,15859968,63378,0,309,3487029,0,62005,242,256,247,37632,1,13878,13878,0,62006,242,0,242,1,
20160818T042701.274957,59,15104,242,15104,61953,0,63385,1,3947580,15360,242,3932402,256,247,39424,1,15677,15677,0,62013,242,256,247,39680,155,0,0,
20170819T051735.165582,162,0,325,17733,17664,242,17664,15859968,63395,0,326,4605510,0,62022,242,256,247,41984,1,18247,18247,0,62023,242,0,242,1,
20160818T042735.274957,76,19456,242,19456,61953,0,63402,1,5066061,19712,242,5046514,256,247,43776,1,20046,20046,0,62030,242,256,247,44032,172,0,0,
20170819T074239.165582,179,0,342,22102,22016,242,22016,15859968,63412,0,343,5723991,0,62039,242,256,247,46336,1,22616,22616,0,62040,242,0,242,1,
20160818T042809.274957,93,23808,242,23808,61953,0,63419,1,6184542,24064,242,6160626,256,247,48128,1,24415,24415,0,62047,242,256,247,48384,189,0,0,
20170819T100743.165582,196,0,359,26471,26368,242,26368,15859968,63429,0,360,6842472,0,62056,242,256,247,50688,1,26985,26985,0,62057,242,0,242,1,
20160818T042843.274957,110,28160,242,28160,61953,0,63436,1,7303023,28416,242,7274738,256,247,52480,1,28784,28784,0,62064,242,256,247,52736,206,0,0,
20170819T123247.165582,213,0,376,30840,30720,242,30720,15859968,63446,0,377,7960953,0,62073,242,256,247,55040,1,31354,31354,0,62074,242,0,242,1,
20160818T042917.274957,127,32512,242,32512,61953,0,63453,1,8421504,32768,242,8388850,256,247,56832,1,33153,33153,0,62081,242,256,247,57088,223,0,0,
20170819T145751.165582,230,0,393,35209,35072,242,35072,15859968,63463,0,394,9079434,0,62090,242,256,247,59392,1,35723,35723,0,62091,242,0,242,1,
20160818T042951.274957,144,36864,242,36864,61953,0,63470,1,9539985,37120,242,9502962,256,247,61184,1,37522,37522,0,62098,242,256,247,61440,240,0,0,
20170819T172255.165582,247,0,410,39578,39424,242,39424,15859968,63480,0,411,10197915,0,62107,242,256,247,63744,1,40092,40092,0,62108,242,0,242,1,
20160818T043025.274957,161,41216,242,41216,61953,0,63487,1,10658466,41472,242,10617074,256,248,0,1,41891,41891,0,62115,242,0,248,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,63489,0,420,10790052,0,62116,242,256,248,512,1,42405,42405,0,62117,242,0,242,1,
20160818T043043.274957,170,43520,242,43520,61953,0,63496,1,11250603,43776,242,11206898,256,248,2304,1,44204,44204,0,62124,242,256,248,2560,10,0,0,
20170819T210447.165582,17,0,436,46260,46080,242,46080,15859968,63506,0,437,11908533,0,62133,242,256,248,4864,1,46774,46774,0,62134,242,0,242,1,
20160818T043117.274957,187,47872,242,47872,61953,0,63513,1,12369084,48128,242,12321010,256,248,6656,1,48573,48573,0,62141,242,256,248,6912,27,0,0,
20170819T232951.165582,34,0,453,50629,50432,242,50432,15859968,63523,0,454,13027014,0,62150,242,256,248,9216,1,51143,51143,0,62151,242,0,242,1,
20160818T043151.274957,204,52224,242,52224,61953,0,63530,1,13487565,52480,242,13435122,256,248,11008,1,52942,52942,0,62158,242,256,248,11264,44,0,0,
20170820T015455.165582,51,0,470,54998,54784,242,54784,15859968,63540,0,471,14145495,0,62167,242,256,248,13568,1,55512,55512,0,62168,242,0,242,1,
20160818T043225.274957,221,56576,242,56576,61953,0,63547,1,14606046,56832,242,14549234,256,248,15360,1,57311,57311,0,62175,242,256,248,15616,61,0,0,
20170820T041959.165582,68,0,487,59367,59136,242,59136,15859968,63557,0,488,15263976,0,62184,242,256,248,17920,1,59881,59881,0,62185,242,0,242,1,
